title,year released,certificate,duration,genre,rating,votes
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,2021,TV-14,24 min,"Animation, Action, Fantasy",7.4,"1,955"
Fate: The Winx Saga,2021,TV-MA,50 min,"Action, Adventure, Drama",7.5,"1,097"
Abla Fahita: Drama Queen,2021,TV-14,25 min,"Comedy, Crime, Drama",6.5,448
Pretend It's a City,2021,TV-14,203 min,"Documentary, Biography, Comedy",8.1,"7,460"
Flip a Coin -ONE OK ROCK Documentary-,2021,TV-PG,105 min,"Documentary, Music",6.6,111
Fate: The Winx Saga,2021,TV-MA,53 min,"Action, Adventure, Drama",7.9,"1,304"
The Innocent,2021,TV-MA,51 min,"Crime, Drama, Mystery",7.7,951
Midnight Mass,2021,TV-MA,64 min,"Drama, Fantasy, Horror",8.0,"3,518"
The Innocent,2021,TV-MA,49 min,"Crime, Drama, Mystery",7.9,885
The Innocent,2021,TV-MA,58 min,"Crime, Drama, Mystery",7.9,787
The Innocent,2021,TV-MA,58 min,"Crime, Drama, Mystery",8.0,781
Midnight Mass,2021,TV-MA,62 min,"Drama, Fantasy, Horror",8.6,"3,794"
Vivy: Fluorite Eye's Song,2021,TV-MA,25 min,"Animation, Action, Adventure",8.1,"3,128"
The Father Who Moves Mountains,2021,TV-MA,108 min,"Drama, Thriller",5.5,"3,535"
Pacific Rim: The Black,2021,TV-14,24 min,"Animation, Action, Adventure",7.0,"5,320"
Sounds Like Love,2021,TV-MA,110 min,"Comedy, Music, Romance",5.4,"2,252"
The Serpent,2021,TV-MA,59 min,"Crime, Drama, Thriller",7.2,"1,127"
The Irregulars,2021,TV-14,55 min,"Crime, Drama, Fantasy",7.0,431
Midnight Mass,2021,TV-MA,65 min,"Drama, Fantasy, Horror",8.1,"3,469"
Extinct,2021,TV-Y7,84 min,"Animation, Adventure, Comedy",5.4,"2,703"
Vanquish,2021,R,94 min,"Action, Thriller",2.8,"4,418"
What Happened to Mr. Cha?,2021,TV-14,102 min,"Comedy, Drama",4.3,362
Blue Miracle,2021,TV-PG,95 min,"Adventure, Biography, Drama",6.6,"6,955"
AlRawabi School for Girls,2021,TV-14,291 min,Drama,7.4,"6,061"
Seal Team,2021,TV-Y7,101 min,"Animation, Action, Comedy",5.5,"1,430"
The 8th Night,2021,TV-MA,115 min,"Horror, Thriller",5.3,"3,471"
Bling Empire,2021,TV-MA,38 min,Reality-TV,5.8,"3,136"
Private Network: Who Killed Manuel Buendía?,2021,TV-MA,100 min,"Documentary, Crime, Mystery",6.9,242
The Upshaws,2021,TV-14,30 min,"Comedy, Family",6.8,"2,767"
Sort Of,2021,TV-MA,30 min,"Comedy, Drama",6.8,"1,278"
Spoiled Brats,2021,TV-14,95 min,Comedy,6.0,"6,018"
Two,2021,TV-MA,70 min,"Drama, Mystery, Thriller",4.3,"4,482"
Soy Rada: Serendipity,2021,TV-MA,68 min,Comedy,6.1,79
The Irregulars,2021,TV-14,49 min,"Crime, Drama, Fantasy",7.0,408
Colin in Black & White,2021,TV-14,30 min,"Biography, Drama, Sport",5.7,"7,374"
Nobody Sleeps in the Woods Tonight 2,2021,TV-MA,96 min,"Comedy, Horror, Thriller",3.9,"3,814"
Dive Club,2021,TV-PG,27 min,"Adventure, Drama, Family",6.2,912
Tear Along the Dotted Line,2021,TV-14,20 min,"Animation, Comedy, Drama",8.6,"8,453"
My Best Friend Anne Frank,2021,TV-14,103 min,Drama,6.2,"4,276"
Super Crooks,2021,TV-MA,30 min,"Animation, Action, Adventure",7.1,"2,410"
Michael Che: Shame the Devil,2021,TV-MA,58 min,Comedy,6.4,"1,119"
Midnight Mass,2021,TV-MA,70 min,"Drama, Fantasy, Horror",8.0,"3,279"
Fever Dream,2021,R,93 min,"Drama, Horror, Mystery",5.4,"2,006"
Black Island,2021,TV-MA,104 min,"Drama, Mystery, Thriller",5.2,"2,854"
Minnal Murali,2021,TV-14,158 min,"Action, Adventure, Comedy",7.9,"29,324"
Rurôni Kenshin: Sai shûshô - The Beginning,2021,TV-MA,137 min,"Action, Adventure, Drama",7.4,"8,546"
Red Dot,2021,TV-MA,86 min,"Drama, Horror, Thriller",5.5,"13,476"
Rurouni Kenshin: Final Chapter Part I - The Final,2021,TV-MA,138 min,"Action, Drama",7.2,"8,828"
Father Christmas Is Back,2021,PG-13,105 min,Comedy,4.5,"5,701"
Trollhunters: Rise of the Titans,2021,TV-Y7,104 min,"Animation, Action, Adventure",6.6,"4,970"
Resident Evil: Infinite Darkness,2021,TV-MA,26 min,"Animation, Action, Horror",5.7,"10,700"
Nevenka: Breaking the Silence,2021,TV-14,114 min,"Documentary, Crime",6.9,687
The Unlikely Murderer,2021,TV-MA,228 min,"Crime, Drama",7.0,"4,264"
Mieruko-chan,2021,TV-14,24 min,"Animation, Comedy, Fantasy",7.2,"1,647"
Seaspiracy,2021,TV-14,89 min,"Documentary, Adventure",8.1,"30,963"
The Princess Switch 3,2021,TV-PG,106 min,"Comedy, Drama, Family",5.5,"5,921"
Major Grom: Plague Doctor,2021,TV-14,136 min,"Action, Crime",6.3,"12,216"
Live Is Life,2021,TV-MA,109 min,"Comedy, Drama",6.3,890
14 Peaks: Nothing Is Impossible,2021,TV-MA,101 min,"Documentary, Adventure, Sport",7.7,"25,371"
Sexify,2021,TV-MA,40 min,"Comedy, Drama",6.5,"5,159"
Crime Scene: The Times Square Killer,2021,TV-MA,147 min,"Documentary, Crime, History",6.5,"4,305"
Happiness,2021,TV-14,65 min,"Action, Fantasy, Horror",7.9,"5,494"
Behind Her Eyes,2021,TV-MA,49 min,"Drama, Mystery, Thriller",7.1,"1,180"
Skater Girl,2021,PG,107 min,"Drama, Family, Sport",6.6,"4,368"
Deadly Illusions,2021,R,114 min,"Drama, Thriller",3.7,"12,204"
Masters of the Universe: Revelation,2021,TV-PG,25 min,"Animation, Action, Adventure",5.3,"26,753"
Wish Dragon,2021,PG,98 min,"Animation, Adventure, Comedy",7.2,"26,608"
Hilda and the Mountain King,2021,TV-Y7,85 min,"Animation, Adventure, Comedy",7.7,"2,557"
Elite Short Stories: Carla Samuel,2021,TV-MA,43 min,"Short, Drama, Romance",6.8,"2,725"
The Raincoat Killer: Chasing a Predator in Korea,2021,TV-MA,145 min,"Documentary, Crime, History",6.4,"2,364"
SAS: Red Notice,2021,R,124 min,"Action, Thriller",5.2,"18,605"
Imitation,2021,TV-Y,70 min,"Comedy, Music, Romance",7.4,706
Jupiter's Legacy,2021,TV-MA,48 min,"Action, Adventure, Drama",6.8,"1,285"
Layla Majnun,2021,TV-14,119 min,"Drama, Romance",6.0,280
Sentinelle,2021,TV-MA,80 min,"Action, Crime, Drama",4.7,"7,926"
Amina,2021,TV-14,105 min,"Action, Adventure, Biography",3.9,333
"Go, Dog, Go",2021,TV-Y,24 min,"Animation, Family",7.0,204
The Witcher: Nightmare of the Wolf,2021,TV-MA,83 min,"Animation, Action, Adventure",7.2,"43,497"
Stories of a Generation - with Pope Francis,2021,TV-14,184 min,Documentary,7.5,228
Convergence: Courage in a Crisis,2021,R,113 min,Documentary,5.6,266
More the Merrier,2021,TV-MA,111 min,Comedy,5.4,"3,437"
Jupiter's Legacy,2021,TV-MA,44 min,"Action, Adventure, Drama",7.1,"1,353"
Kotaro Lives Alone,2021,TV-14,30 min,"Comedy, Drama, Family",8.4,371
Somos.,2021,TV-MA,55 min,"Crime, Drama, History",7.1,"1,166"
Geçen Yaz,2021,TV-14,101 min,"Drama, Romance",6.3,"2,973"
The Minimalists: Less Is Now,2021,TV-14,53 min,Documentary,5.9,"4,230"
The White Tiger,2021,R,125 min,"Crime, Drama",7.1,"60,169"
Behind Her Eyes,2021,TV-MA,53 min,"Drama, Mystery, Thriller",7.4,"1,097"
He-Man and the Masters of the Universe,2021,TV-Y7,26 min,"Animation, Action, Adventure",5.8,"1,838"
A Castle for Christmas,2021,TV-G,98 min,"Adventure, Comedy, Drama",5.5,"12,085"
Nightbooks,2021,TV-PG,103 min,"Family, Fantasy, Horror",5.7,"8,827"
Call My Agent Bollywood,2021,TV-MA,40 min,"Comedy, Drama",6.9,"6,234"
Yes Day,2021,PG,86 min,"Comedy, Family",5.7,"24,184"
My Little Pony: A New Generation,2021,PG,90 min,"Animation, Adventure, Comedy",6.8,"3,764"
Pitta Kathalu,2021,TV-MA,150 min,"Drama, Romance",5.1,751
Headspace: Unwind Your Mind,2021,TV-G,15 min,"Documentary, Animation, Short",7.1,155
Komi Can't Communicate,2021,TV-14,24 min,"Animation, Comedy, Drama",7.8,"5,956"
Inside,2021,TV-MA,87 min,"Comedy, Drama, Music",8.6,"48,299"
Elite Short Stories: Guzmán Caye Rebe,2021,TV-MA,36 min,"Short, Crime, Drama",7.4,"2,343"
Alba,2021,TV-MA,50 min,Drama,6.4,"1,351"
Fear Street: Part Three - 1666,2021,R,114 min,"Horror, Mystery",6.6,"52,059"
Thunder Force,2021,PG-13,106 min,"Action, Adventure, Comedy",4.5,"41,955"
Voir,2021,TV-MA,20 min,Documentary,6.8,"1,377"
You Don't Know Me,2021,TV-MA,60 min,"Crime, Drama",6.8,"5,240"
Untold: Caitlyn Jenner,2021,TV-PG,69 min,"Documentary, Sport",6.4,"2,676"
Grumpy Christmas,2021,TV-MA,87 min,Comedy,4.4,363
The Beauty Queen of Jerusalem,2021,TV-MA,28 min,Drama,7.2,584
Robin Robin,2021,G,32 min,"Animation, Short, Adventure",7.0,"5,794"
Dogs in Space,2021,TV-Y7,18 min,"Animation, Action, Adventure",7.1,693
You vs. Wild: Out Cold,2021,TV-G,25 min,"Short, Adventure",5.4,336
Get the Grift,2021,TV-14,94 min,"Comedy, Crime",5.3,779
A Naija Christmas,2021,TV-14,121 min,"Comedy, Drama, Romance",4.8,351
Sparking Joy with Marie Kondo,2021,TV-PG,45 min,"Short, Drama, History",6.3,383
Thomas & Friends: All Engines Go,2021,TV-Y,30 min,"Animation, Short, Adventure",2.1,604
Love,2021,TV-PG,70 min,"Drama, Romance",6.7,483
A Cop Movie,2021,R,107 min,"Documentary, Action, Crime",7.0,"1,816"
The Ice Road,2021,PG-13,109 min,"Action, Adventure, Thriller",5.6,"40,567"
A World Without,2021,TV-MA,107 min,"Drama, Mystery, Sci-Fi",3.9,368
The Trip,2021,TV-MA,113 min,"Action, Comedy, Horror",6.9,"21,751"
Elite Short Stories: Nadia Guzmán,2021,TV-MA,33 min,"Short, Drama, Romance",6.2,"1,930"
Mother/Android,2021,R,110 min,"Drama, Sci-Fi, Thriller",4.9,"18,609"
Aileen Wuornos: American Boogeywoman,2021,R,85 min,"Drama, Horror, Thriller",3.7,"1,667"
Cocaine Cowboys: The Kings of Miami,2021,TV-MA,273 min,"Documentary, Crime, History",7.1,"2,793"
Snabba Cash,2021,TV-MA,52 min,"Action, Crime, Drama",7.6,"8,775"
Why Did You Kill Me?,2021,TV-MA,83 min,"Documentary, Crime",5.6,"4,289"
Theo Von: Regular People,2021,TV-MA,61 min,Comedy,5.1,895
Last Man Down,2021,R,87 min,"Action, Sci-Fi",4.3,"13,092"
Finding 'Ohana,2021,PG,123 min,"Action, Adventure, Comedy",6.1,"10,225"
Karma's World,2021,TV-PG,11 min,"Animation, Short, Comedy",6.3,175
Racket Boys,2021,TV-14,80 min,"Comedy, Drama, Sport",4.1,"27,616"
Sweet Girl,2021,R,110 min,"Action, Drama, Thriller",5.5,"31,856"
Behind Her Eyes,2021,TV-MA,46 min,"Drama, Mystery, Thriller",7.5,"1,116"
Navarasa,2021,TV-MA,30 min,Drama,5.8,"3,580"
Last Chance U: Basketball,2021,TV-MA,60 min,"Documentary, Sport",8.3,"2,606"
Oxygen,2021,TV-14,100 min,"Drama, Fantasy, Sci-Fi",6.5,"38,611"
Jonas Brothers Family Roast,2021,TV-MA,68 min,"Comedy, Musical",5.2,"1,679"
Power Rangers Dino Fury,2021,TV-Y7,21 min,"Action, Adventure, Comedy",6.8,553
Trippin' with the Kandasamys,2021,TV-14,93 min,"Comedy, Romance",5.0,386
A Classic Horror Story,2021,TV-MA,95 min,"Drama, Horror, Mystery",5.7,"18,171"
"Vengeance Is Mine, All Others Pay Cash",2021,TV-MA,114 min,"Action, Comedy, Drama",7.0,629
86,2021,TV-14,24 min,"Animation, Action, Drama",8.2,"4,465"
Kid Cosmic,2021,TV-Y7,25 min,"Animation, Short, Action",7.9,"1,462"
Behind Her Eyes,2021,TV-MA,50 min,"Drama, Mystery, Thriller",8.0,"1,666"
Behind Her Eyes,2021,TV-MA,50 min,"Drama, Mystery, Thriller",7.1,"1,117"
A StoryBots Space Adventure,2021,TV-Y,12 min,"Animation, Short, Adventure",7.2,10
America: The Motion Picture,2021,TV-MA,98 min,"Animation, Action, Adventure",5.6,"6,488"
Entrevías,2021,TV-MA,79 min,"Action, Adventure, Crime",6.7,"1,937"
That Girl Lay Lay,2021,TV-G,22 min,"Comedy, Family",3.6,323
"Ada Twist, Scientist",2021,TV-PG,12 min,"Animation, Adventure, Comedy",6.4,176
Glória,2021,TV-MA,40 min,"Drama, History, Thriller",7.9,"4,226"
Bad Trip,2021,Unrated,86 min,Comedy,6.5,"24,899"
Schumacher,2021,12,112 min,"Documentary, Biography, Sport",7.4,"22,922"
The Four of Us,2021,TV-MA,88 min,"Comedy, Drama, Romance",5.3,"1,106"
Age of Samurai: Battle for Japan,2021,TV-MA,44 min,"Documentary, Action, Adventure",7.4,"4,209"
Haseen Dillruba,2021,TV-MA,135 min,"Crime, Drama, Mystery",6.9,"26,893"
Animals on the Loose: A You vs. Wild Movie,2021,TV-PG,90 min,"Adventure, Reality-TV",5.8,967
The Chair,2021,TV-MA,30 min,"Comedy, Drama",7.2,"16,734"
Photocopier,2021,TV-MA,130 min,"Crime, Drama, Mystery",6.8,"3,145"
The Sons of Sam: A Descent into Darkness,2021,TV-MA,239 min,"Documentary, Crime, History",7.0,"8,781"
Stuck Together,2021,TV-MA,125 min,Comedy,6.3,"7,084"
Outside the Wire,2021,R,114 min,"Action, Adventure, Fantasy",5.4,"42,472"
7 Prisoners,2021,R,93 min,"Crime, Drama",7.1,"7,244"
Dancing Queens,2021,TV-MA,110 min,"Comedy, Drama",5.6,"1,820"
Resort to Love,2021,PG,101 min,"Comedy, Romance",5.7,"5,955"
Move to Heaven,2021,TV-MA,60 min,Drama,8.6,"6,077"
Heist,2021,TV-MA,41 min,"Documentary, Crime, Mystery",6.8,"1,812"
Space Sweepers,2021,TV-MA,136 min,"Action, Adventure, Drama",6.5,"25,569"
D.P.,2021,TV-MA,50 min,"Action, Crime, Drama",8.2,"5,445"
L'ultimo paradiso,2021,TV-MA,107 min,"Drama, Romance",5.7,"1,387"
"Cinta Pertama, Kedua, & Ketiga",2021,TV-14,105 min,"Drama, Romance",6.8,157
50M2,2021,TV-MA,45 min,"Comedy, Drama, Thriller",6.9,"5,746"
Pray Away,2021,PG-13,101 min,Documentary,6.5,"3,005"
Good on Paper,2021,Unrated,92 min,"Comedy, Romance",5.6,"12,284"
Selling Tampa,2021,TV-MA,45 min,Reality-TV,4.6,874
Lulli,2021,TV-14,90 min,"Comedy, Romance",4.8,"1,511"
House of Secrets: The Burari Deaths,2021,TV-MA,135 min,"Documentary, Crime, History",7.4,"10,573"
Murder Among the Mormons,2021,TV-14,160 min,"Documentary, Crime, History",7.0,"6,493"
Operation Hyacinth,2021,TV-MA,112 min,"Crime, Drama",6.7,"3,304"
Sky Rojo,2021,TV-MA,31 min,"Action, Adventure, Crime",6.5,"8,830"
Saturday Morning All Star Hits!,2021,TV-14,23 min,"Animation, Comedy",7.5,"1,005"
In for a Murder,2021,TV-14,105 min,"Comedy, Thriller",5.4,"1,579"
What Would Sophia Loren Do?,2021,TV-14,32 min,"Documentary, Short, Biography",6.6,738
Chicago Party Aunt,2021,TV-MA,30 min,"Animation, Comedy",5.4,"1,587"
Invisible City,2021,TV-G,60 min,"Crime, Drama, Fantasy",7.2,"5,589"
To All the Boys: Always and Forever,2021,TV-14,109 min,"Comedy, Drama, Romance",6.3,"26,017"
Tony Parker: The Final Shot,2021,TV-14,98 min,"Documentary, Biography, Sport",6.8,"1,436"
The Kissing Booth 3,2021,TV-14,112 min,"Comedy, Romance",4.7,"16,962"
Sijipeuseu: The Myth,2021,Not Rated,70 min,"Action, Drama, Fantasy",7.0,"3,960"
Under Suspicion: Uncovering the Wesphael Case,2021,TV-14,180 min,"Documentary, Crime",6.3,761
Surviving Death,2021,TV-MA,50 min,"Documentary, Reality-TV",6.2,"2,077"
Country Comfort,2021,TV-PG,25 min,"Comedy, Drama, Family",6.8,"3,530"
Single All the Way,2021,TV-PG,99 min,"Comedy, Drama, Romance",6.1,"15,424"
The New Adventures of Oggy,2021,TV-Y,22 min,"Animation, Adventure, Comedy",6.9,47
Too Hot to Handle: Brazil,2021,TV-MA,50 min,"Game-Show, Reality-TV, Romance",5.5,476
Sailor Moon Eternal,2021,TV-14,160 min,"Animation, Action, Adventure",6.9,"1,293"
Ray,2021,TV-14,65 min,"Crime, Drama, Thriller",7.1,"8,895"
The Serpent,2021,TV-MA,58 min,"Crime, Drama, Thriller",7.4,916
Sweet & Sour,2021,TV-14,101 min,"Comedy, Romance",6.7,"2,624"
Turning Point: 9/11 and the War on Terror,2021,TV-14,312 min,"Documentary, History, War",8.0,"9,520"
The Serpent,2021,TV-MA,58 min,"Crime, Drama, Thriller",8.0,903
The Serpent,2021,TV-MA,58 min,"Crime, Drama, Thriller",7.7,816
The Serpent,2021,TV-MA,55 min,"Crime, Drama, Thriller",7.8,802
Beckett,2021,TV-MA,110 min,"Action, Crime, Drama",5.6,"26,117"
The Serpent,2021,TV-MA,56 min,"Crime, Drama, Thriller",7.5,750
The Serpent,2021,TV-MA,55 min,"Crime, Drama, Thriller",7.8,724
My Love: Six Stories of True Love,2021,TV-PG,418 min,"Documentary, Romance",7.4,296
Back to the Outback,2021,PG,95 min,"Animation, Adventure, Comedy",6.5,"8,320"
Sophie: A Murder in West Cork,2021,TV-14,164 min,"Documentary, Crime, History",6.8,"5,424"
Our Beloved Summer,2021,TV-Y7,70 min,"Drama, Romance",8.3,"5,765"
Crime Stories: India Detectives,2021,TV-MA,47 min,"Documentary, Crime, Mystery",7.1,"1,052"
Halston,2021,TV-MA,240 min,"Biography, Drama",7.5,"15,020"
Shaman King,2021,TV-PG,23 min,"Animation, Action, Adventure",7.0,"1,839"
Hostage House,2021,TV-14,85 min,Thriller,3.9,883
Open Your Eyes,2021,TV-MA,54 min,"Drama, Mystery, Sci-Fi",6.5,"1,520"
Gabby's Dollhouse,2021,TV-Y,24 min,"Animation, Short, Adventure",7.0,425
Paper Lives,2021,TV-MA,96 min,Drama,6.6,"12,227"
The Heartbreak Club,2021,TV-14,101 min,"Comedy, Drama, Romance",6.3,200
Aranyak,2021,TV-MA,48 min,"Crime, Drama, Mystery",7.8,"9,298"
Pretty Smart,2021,TV-14,30 min,"Comedy, Drama, Romance",5.8,"4,662"
The Claus Family 2,2021,TV-PG,97 min,"Comedy, Family, Fantasy",5.6,261
The Chestnut Man,2021,TV-MA,57 min,"Crime, Drama, Mystery",7.4,"1,183"
The Misadventures of Hedi and Cokeman,2021,TV-MA,99 min,"Action, Comedy, Crime",4.4,651
Light the Night,2021,TV-MA,50 min,"Crime, Drama, Mystery",7.4,"1,123"
Glass Onion: A Knives Out Mystery,2022,PG-13,139 min,"Crime, Drama, Mystery",8.1,548
Echoes,2022,TV-MA,326 min,"Drama, Mystery, Thriller",5.9,"9,383"
The Gray Man,2022,PG-13,122 min,"Action, Thriller",6.5,"172,166"
The Sandman,2022,TV-MA,53 min,"Drama, Fantasy, Horror",9.2,"9,564"
Inventing Anna,2022,TV-MA,59 min,Drama,7.3,945
Winning Time: The Rise of the Lakers Dynasty,2022,TV-MA,59 min,"Biography, Drama, Sport",8.2,"1,307"
Inventing Anna,2022,TV-MA,75 min,Drama,7.3,913
Inventing Anna,2022,TV-MA,60 min,Drama,7.4,936
Inventing Anna,2022,TV-MA,60 min,Drama,7.2,869
Inventing Anna,2022,TV-MA,83 min,Drama,6.8,916
The Imperfects,2022,TV-MA,45 min,"Action, Adventure, Drama",6.3,"3,130"
I Came By,2022,TV-MA,110 min,Thriller,6.1,"16,247"
Love in the Villa,2022,TV-14,114 min,"Comedy, Romance",5.3,"7,054"
Inventing Anna,2022,TV-MA,65 min,Drama,7.1,946
Inventing Anna,2022,TV-MA,68 min,Drama,7.1,"1,081"
Blonde,2022,NC-17,166 min,"Biography, Drama, Mystery",6.3,944
Inventing Anna,2022,TV-MA,65 min,Drama,6.7,"1,300"
Me Time,2022,R,101 min,Comedy,5.0,"26,101"
The Sandman,2022,TV-MA,45 min,"Drama, Fantasy, Horror",7.8,"116,393"
No Limit,2022,TV-MA,118 min,"Drama, Romance, Sport",5.8,"1,697"
The Sandman,2022,TV-MA,46 min,"Drama, Fantasy, Horror",7.7,"5,089"
The Sandman,2022,TV-MA,50 min,"Drama, Fantasy, Horror",7.2,"4,892"
Blonde,2022,NC-17,166 min,"Biography, Drama, Mystery",6.3,935
The Sandman,2022,TV-MA,37 min,"Drama, Fantasy, Horror",7.7,"6,551"
The Sandman,2022,TV-MA,44 min,"Drama, Fantasy, Horror",8.5,"6,916"
The Sandman,2022,TV-MA,52 min,"Drama, Fantasy, Horror",8.4,"8,068"
Do Revenge,2022,TV-MA,118 min,Comedy,6.4,"13,527"
Inventing Anna,2022,TV-MA,73 min,Drama,6.6,922
Devil in Ohio,2022,TV-MA,356 min,"Drama, Horror, Mystery",5.9,"9,786"
The Pentaverate,2022,TV-MA,29 min,Comedy,6.4,285
Conversations with a Killer: The John Wayne Gacy Tapes,2022,TV-MA,183 min,"Documentary, Biography, Crime",7.1,"7,512"
Is It Cake?,2022,TV-PG,40 min,Reality-TV,5.7,"2,602"
Backpackers,2022,TV-MA,96 min,"Comedy, Romance",5.7,"2,616"
The Weekend Away,2022,TV-14,89 min,"Crime, Drama, Mystery",5.6,"23,932"
Ludik,2022,TV-MA,60 min,"Crime, Drama",5.4,412
Another Self,2022,TV-MA,50 min,"Drama, Romance",6.3,"3,124"
King of Stonks,2022,TV-MA,280 min,"Comedy, Drama, Thriller",6.6,"1,075"
The Ultimatum: Marry or Move On,2022,TV-MA,60 min,Reality-TV,5.4,"1,889"
Cracow Monsters,2022,TV-MA,60 min,"Adventure, Drama, Fantasy",5.5,"1,807"
The Fame Game,2022,TV-MA,45 min,"Drama, Mystery, Thriller",6.7,"21,640"
Kotaro Lives Alone,2022,TV-14,27 min,"Animation, Comedy, Drama",8.4,"2,626"
Pera Palas'ta Gece Yarisi,2022,TV-14,45 min,"Drama, History, Mystery",7.1,"7,982"
Dirty Lines,2022,TV-MA,45 min,"Drama, History",7.4,"2,051"
Untitled Kanye West Documentary,2022,TV-MA,90 min,"Documentary, Music",8.0,"8,984"
A Perfect Pairing,2022,TV-14,101 min,"Comedy, Romance",6.1,"11,632"
A Kidnapping Scandal: The Florence Cassez Affair,2022,TV-MA,287 min,"Documentary, Crime",7.1,274
Don't Blame Karma!,2022,TV-MA,85 min,"Comedy, Romance",4.6,598
The Perfumier,2022,TV-MA,96 min,"Crime, Drama, Thriller",3.8,297
The Cuphead Show!,2022,TV-Y7,12 min,"Animation, Short, Action",7.4,"7,414"
Girl in the Picture,2022,TV-MA,101 min,"Documentary, Crime, Mystery",7.2,"16,008"
In Good Hands,2022,TV-MA,104 min,"Comedy, Drama, Romance",5.6,"2,910"
The Last Bus,2022,TV-Y7,35 min,"Adventure, Comedy, Drama",5.1,640
Queen,2022,TV-MA,200 min,Drama,7.1,"1,240"
School Tales the Series,2022,TV-MA,384 min,"Horror, Mystery",5.2,391
Blasted,2022,TV-MA,114 min,"Action, Comedy, Sci-Fi",4.8,"1,956"
Silverton Siege,2022,TV-MA,100 min,"Action, Crime, Drama",6.2,"3,716"
Brazen,2022,TV-14,94 min,"Crime, Drama, Mystery",4.1,"12,120"
Ivy + Bean: Doomed to Dance,2022,TV-G,53 min,"Comedy, Family",6.0,98
Remarriage & Desires,2022,TV-14,70 min,Drama,7.4,"1,061"
Love Tactics,2022,TV-MA,97 min,"Comedy, Romance",5.2,"4,031"
Drive Hard: The Maloof Way,2022,TV-14,32 min,Reality-TV,6.2,149
The Sandman,2022,TV-MA,54 min,"Drama, Fantasy, Horror",8.0,"7,718"
Collision,2022,TV-MA,99 min,"Crime, Drama, Thriller",4.1,"1,023"
Feria: The Darkest Light,2022,TV-MA,50 min,"Crime, Drama, Fantasy",5.6,"2,356"
Downfall: The Case Against Boeing,2022,PG-13,89 min,Documentary,7.4,"10,970"
Hard Cell,2022,TV-MA,25 min,Comedy,6.3,"1,675"
A Jazzman's Blues,2022,R,127 min,Drama,6.0,189
Clark,2022,TV-MA,362 min,"Action, Comedy, Crime",7.4,"9,365"
Yaksha: Ruthless Operations,2022,TV-14,125 min,"Action, Crime, Thriller",6.2,"3,453"
Black Crab,2022,TV-MA,114 min,"Action, Adventure, Drama",5.6,"20,283"
Trust No One: The Hunt for the Crypto King,2022,TV-MA,90 min,"Documentary, Crime",6.3,"4,831"
Love on the Spectrum U.S.,2022,TV-14,40 min,"Documentary, Short, Comedy",8.2,"1,327"
Tall Girl 2,2022,TV-PG,97 min,"Comedy, Drama, Family",4.7,"4,644"
Iron Chef: Quest for an Iron Legend,2022,TV-G,45 min,"Game-Show, Reality-TV",7.2,685
Samurai Rabbit: The Usagi Chronicles,2022,TV-Y7,25 min,"Animation, Action, Adventure",6.4,466
Spriggan,2022,TV-MA,45 min,"Animation, Action, Adventure",6.9,931
The Puppet Master: Hunting the Ultimate Conman,2022,TV-MA,127 min,"Documentary, Crime",7.0,"7,000"
Our Great National Parks,2022,TV-PG,50 min,Documentary,7.9,"1,995"
Against the Ice,2022,TV-MA,102 min,"Adventure, Drama, History",6.5,"21,943"
Bad Vegan: Fame. Fraud. Fugitives.,2022,TV-MA,209 min,"Documentary, Crime",5.9,"6,759"
Snowflake Mountain,2022,TV-MA,40 min,Reality-TV,5.4,"1,364"
Finding Ola,2022,TV-14,52 min,"Comedy, Drama",7.5,"1,677"
Gladbeck: The Hostage Crisis,2022,TV-MA,91 min,"Documentary, Crime",7.5,"2,171"
D.B. Cooper: Where Are You?!,2022,TV-14,169 min,"Documentary, Crime",5.4,"2,440"
The Andy Warhol Diaries,2022,TV-MA,395 min,Documentary,7.7,"2,055"
Back to 15,2022,TV-14,40 min,"Comedy, Drama",6.7,741
Vampire in the Garden,2022,TV-14,25 min,"Animation, Action, Adventure",6.7,"1,117"
The Creature Cases,2022,TV-Y,28 min,"Animation, Action, Adventure",8.4,101
The Girls at the Back,2022,TV-MA,260 min,"Comedy, Drama",7.1,26
